,Unnamed: 0,Unnamed: 0.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
0,0,0,integer,ra,dec,integer,float,integer,string,string,string,string,string,string,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,integer,integer,integer,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,float,string
1,1,1,211898145,08 38 26.209,+18 41 58.05,1,15.241,,,544-046481,08382620+1841580,5037-301-1-0110-0063,STAR,gri,rpm,3.9,3.5,-3.9,3.8,,,16.476,0.12,15.552,0.03,,,16.021,0.03,15.194,0.08,14.906,0.1,,,13.771,0.029,13.179,0.033,13.065,0.025,4747,142,114,4.635,0.035,0.07,-0.201,0.2,0.32,0.685,1.868,0.052,0.743,0.081,0.068,2.214,0.387,2.189,567.1,2368,62.83,0.032,0.011,0.007,,,
2,2,2,211898172,08 38 32.479,+18 41 59.91,1,19.242,,,,08383247+1841599,5037-301-1-0110-0369,STAR,gri,,10,4,-55,4,,,,,,,23.703,0.455,20.817,0.026,19.301,0.012,18.567,0.01,18.123,0.021,16.645,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,211898181,08 40 37.884,+18 42 00.44,1,11.683,,1395-1147-1,544-046598,08403786+1842003,,STAR,gri,rpm,-9,2.4,-6.4,2.6,,,12.581,0.346,11.515,0.164,,,12.393,0.01,11.646,0.03,11.378,0.02,,,10.272,0.02,9.804,0.021,9.7,0.016,4966,59,59,2.964,0.455,0.637,-0.447,0.25,0.25,5.269,4.967,1.99,1.046,0.222,0.121,0.005,0.026,0.005,873.9,807.4,326.3,0.034,0.011,0.008,,,
4,4,4,211898245,08 57 45.192,+18 42 03.66,1,18.58,,,,,5112-301-4-0167-0199,EXTENDED,gri,,4,3,-2,3,,,,,,,20.297,0.078,19.078,0.013,18.62,0.013,18.367,0.016,18.143,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,211898261,09 07 25.112,+18 42 04.59,1,13.485,,,544-047591,09072510+1842045,,STAR,gri,rpm,-19.7,3,-8.9,3.4,,,14.547,0.06,13.739,0.04,,,14.094,0.02,13.437,0.01,13.224,0.04,,,12.183,0.023,11.746,0.028,11.632,0.026,5255,105,105,4.536,0.036,1.05,-0.22,0.24,0.56,0.833,1.99,0.056,0.888,0.045,0.075,1.515,0.177,1.476,382.2,877.6,35.23,0.031,0.008,0.007,,,
6,6,6,211898322,09 05 04.381,+18 42 08.28,1,12.135,,,544-047502,09050438+1842084,,STAR,gri,rpm,-5.2,0.8,-2.4,0.9,,,12.863,0.06,12.279,0.03,,,12.478,0.04,12.119,0.01,11.988,0.11,,,11.067,0.025,10.725,0.025,10.659,0.023,6036,144,120,4.06,0.264,0.22,-0.244,0.2,0.28,1.478,0.493,0.432,1.066,0.215,0.179,0.261,0.425,0.144,474.8,141.1,145,0.031,0.007,0.006,,,
7,7,7,211898529,08 44 56.116,+18 42 19.83,1,15.25,,,544-046761,08445610+1842197,5071-301-3-0114-0126,STAR,gri,lam,1.1,6.5,0.2,6.5,,,16.129,0.03,15.361,0.09,,,15.711,0.04,15.18,0.08,15.053,0.04,,,14.142,0.033,13.761,0.036,13.63,0.039,5205,124,82,3.515,0.154,0.11,-0.822,0.15,0.15,2.664,0.378,0.432,0.896,0.018,0.018,0.045,0.032,0.016,2855,392.9,409.2,0.031,0.01,0.005,,,
8,8,8,211898571,09 02 14.930,+18 42 21.82,1,17.028,,,,09021492+1842218,5080-301-4-0149-0248,EXTENDED,gri,,-6,3,8,3,,,,,,,19.75,0.075,18.153,0.009,17.063,0.006,16.546,0.006,16.195,0.014,16.153,0.103,15.236,0.099,14.877,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,211898675,08 57 05.722,+18 42 26.77,1,14.622,,,544-047228,08570572+1842267,,STAR,gri,rpm,-54.9,4.6,-42.8,4.9,,,16.572,0.02,15.23,0.01,,,15.981,0.08,14.696,0.051,14.039,0.03,,,12.547,0.022,11.958,0.028,11.784,0.023,3847,61,76,4.928,0.048,0.048,-0.174,0.15,0.12,0.353,0.049,0.043,0.383,0.066,0.055,8.48,2.394,1.587,123.1,21.99,16.18,0.018,0.01,0.005,,,
10,10,10,211898682,09 02 21.407,+18 42 27.09,1,12.192,,,544-047400,09022140+1842270,,STAR,gri,lam,-1.7,1.3,-0.8,1,,,12.639,0.04,12.206,0.04,,,12.356,0.02,12.137,0.06,12.061,0.05,,,11.317,0.021,11.157,0.022,11.065,0.02,6474,157,131,4.202,0.075,0.105,-0.118,0.12,0.14,1.429,0.258,0.141,1.238,0.119,0.074,0.396,0.126,0.141,543,99.1,61.27,0.031,0.01,0.006,,,
11,11,11,211898696,08 45 11.458,+18 42 27.78,1,17.203,,,,08451145+1842277,5071-301-3-0115-0210,EXTENDED,gri,,0,3,1,3,,,,,,,20.121,0.075,18.335,0.009,17.189,0.006,16.718,0.006,16.398,0.013,16.081,0.109,15.223,0.109,14.73,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,12,211898809,09 04 06.692,+18 42 32.63,1,15.446,,,544-047452,09040670+1842327,5112-301-3-0177-0172,STAR,JHK,rpm,-23.2,5,30.8,5.3,,,,,,,,,,,,,,,,,13.281,0.023,12.659,0.029,12.449,0.026,3891,208,179,4.9,0.072,0.06,-0.109,0.15,0.27,0.378,0.072,0.06,0.421,0.084,0.084,7.417,2.916,2.093,188.1,42.79,41.01,0.022,0.007,0.005,,,
13,13,13,211898846,08 53 35.732,+18 42 34.37,1,17.89,,,,08533573+1842343,5071-301-1-0127-0189,EXTENDED,gri,,-2,3,0,3,,,,,,,21.062,0.124,18.974,0.012,17.877,0.007,17.426,0.007,17.075,0.016,16.29,0.099,15.682,0.151,15.124,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,14,211898934,09 14 45.396,+18 42 38.93,1,15.127,,,544-047829,09144538+1842390,,STAR,gri,rpm,-27.1,3.1,-10.8,3.4,,,17.56,0.1,16.046,0.02,,,16.826,0.1,15.549,0.08,14.399,0.08,,,12.443,0.02,11.791,0.022,11.554,0.02,3601,115,36,5.004,0.02,0.102,0.011,0.14,0.06,0.279,0.095,0.007,0.29,0.125,0.01,13.24,0.794,5.48,84.01,32.38,2.52,0.014,0.004,0.002,,,
15,15,15,211898963,09 10 14.837,+18 42 40.90,1,14.152,,,544-047687,09101484+1842409,5080-301-2-0161-0068,STAR,gri,rpm,11.5,3.2,-3.1,3.5,,,15.62,0.08,14.535,0.03,,,15.095,0.03,14.091,0.02,13.747,0.05,,,12.473,0.021,11.956,0.027,11.784,0.02,4636,74,74,4.646,0.03,0.042,0.04,0.12,0.21,0.681,0.055,0.051,0.76,0.038,0.061,2.375,0.384,0.391,294.4,36.23,27.14,0.041,0.006,0.014,,,
16,16,16,211898969,08 46 32.747,+18 42 41.19,1,17.809,,,,08463274+1842411,5061-301-3-0119-0256,EXTENDED,gri,,0,3,-5,3,,,,,,,19.744,0.044,18.553,0.008,17.869,0.007,17.49,0.008,17.192,0.02,16.427,0.123,15.658,0.139,15.248,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,17,211899008,08 53 46.850,+18 42 43.04,1,14.024,,,544-047113,08534684+1842430,,STAR,gri,lam,-27.9,2.1,-19.1,2.3,,,15.237,0.01,14.333,0.05,,,14.779,0.038,13.952,0.02,13.701,0.09,,,12.469,0.022,11.988,0.024,11.854,0.02,4793,173,144,4.63,0.025,0.025,-0.135,0.12,0.15,0.684,0.043,0.034,0.742,0.045,0.038,2.239,0.273,0.243,310.4,30.73,27.96,0.029,0.01,0.008,,,
18,18,18,211899094,08 45 25.707,+18 42 48.06,1,12.578,,,544-046780,08452570+1842480,,STAR,gri,rpm,-40.8,4.1,-14.4,2.1,,,13.89,0.05,12.896,0.01,,,13.386,0.04,12.518,0.02,12.232,0.03,,,11.064,0.02,10.567,0.021,10.441,0.018,4861,77,96,4.604,0.025,0.035,-0.018,0.2,0.2,0.732,0.045,0.051,0.799,0.038,0.053,1.994,0.295,0.297,172.9,30.24,11.54,0.025,0.005,0.006,,,
19,19,19,211899105,08 49 51.418,+18 42 48.65,1,17.215,,,,08495141+1842486,5071-301-2-0121-0239,STAR,gri,rpm,-43,3,-28,3,,,,,,,21.812,0.146,19.162,0.01,17.715,0.006,16.381,0.005,15.643,0.006,14.267,0.034,13.774,0.041,13.457,0.034,3478,95,81,5.065,0.03,0.048,0.003,0.12,0.14,0.222,0.039,0.022,0.205,0.05,0.021,19.08,3.44,4.2,144,31.69,15.78,0.02,0.006,0.004,,,
20,20,20,211899107,09 05 46.481,+18 42 49.00,1,17.143,,,,09054648+1842489,5080-301-3-0154-0411,STAR,gri,rpm,-10,3,-73,3,,,,,,,20.136,0.038,18.108,0.006,17.134,0.005,16.729,0.005,16.522,0.009,15.349,0.054,14.768,0.076,14.702,0.09,4247,85,85,4.937,0.07,0.035,-0.896,0.16,0.28,0.349,0.033,0.058,0.395,0.041,0.081,8.797,3.744,1.309,492.8,68.33,95.9,0.036,0.007,0.006,,,
21,21,21,211899135,08 56 25.657,+18 42 50.88,1,18.388,,,,08562565+1842508,5061-301-1-0133-0223,STAR,gri,rpm,-21,3,-45,3,,,,,,,22.524,0.221,19.918,0.015,18.486,0.008,17.732,0.007,17.295,0.013,16.085,0.09,15.53,0.116,15.052,0.11,3676,43,43,5.056,0.025,0.04,-0.306,0.12,0.08,0.235,0.032,0.019,0.232,0.044,0.026,17.56,2.371,3.58,382.7,56.9,42.87,0.031,0.011,0.006,,,
22,22,22,211899149,09 06 34.841,+18 42 51.51,1,13.534,,,544-047556,09063484+1842515,,STAR,gri,rpm,-3.9,3.1,1.8,3.5,,,14.893,0.07,13.857,0.04,,,14.314,0.03,13.505,0.02,13.2,0.02,,,11.993,0.024,11.461,0.031,11.313,0.023,4833,57,77,2.885,0.606,0.606,-0.339,0.25,0.45,5.611,3.852,2.614,0.991,0.2,0.109,0.004,0.024,0.003,2042,1637,908.5,0.035,0.011,0.006,,,
23,23,23,211899175,08 44 06.378,+18 42 52.52,1,19.935,,,,,5071-301-3-0113-0455,STAR,gri,,3,4,-3,4,,,,,,,20.701,0.064,20.033,0.017,19.902,0.021,19.563,0.021,19.601,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,24,211899179,08 44 22.126,+18 42 52.67,1,15.539,,,544-046745,08442212+1842529,5071-301-3-0113-0251,STAR,gri,rpm,0.1,3.8,-6,4.1,,,16.536,0.07,15.819,0.03,,,16.131,0.06,15.572,0.02,15.285,0.07,,,14.22,0.033,13.794,0.035,13.711,0.045,5374,158,158,4.524,0.066,0.99,-0.441,0.3,0.48,0.824,1.719,0.091,0.843,0.076,0.091,1.501,0.389,1.441,981.7,1909,140.3,0.034,0.008,0.007,,,
25,25,25,211899203,09 02 49.016,+18 42 53.60,1,13.219,,,544-047415,09024900+1842535,,STAR,gri,lam,10.5,2.4,1.4,2.2,,,14.427,0.05,13.494,0.04,,,13.931,0.03,13.206,0.06,12.914,0.04,,,11.757,0.023,11.237,0.023,11.137,0.018,4974,78,78,3.349,0.126,0.105,-0.351,0.12,0.15,3.5,0.5,0.438,1.058,0.138,0.099,0.023,0.012,0.007,1195,184.7,160,0.032,0.011,0.006,,,
26,26,26,211899209,08 42 28.522,+18 42 54.10,1,13.831,,,544-046673,08422852+1842542,,STAR,gri,rpm,-23.3,2.3,-29.2,2.9,,,15.125,0.02,14.192,0.02,,,14.631,0.04,13.811,0.03,13.488,0.03,,,12.307,0.022,11.79,0.023,11.674,0.018,4841,78,78,4.625,0.036,0.03,-0.136,0.2,0.28,0.692,0.058,0.041,0.753,0.056,0.068,2.192,0.325,0.283,293.7,27.6,25.23,0.028,0.011,0.007,,,
27,27,27,211899274,09 02 26.611,+18 42 57.25,1,10.283,,1397-1857-1,544-047406,09022661+1842573,,STAR,gri,lam,-50,1.4,-30.4,1.4,,,10.895,0.078,10.172,0.055,,,10.776,0.31,10.193,0.02,10.071,0.05,,,9.335,0.022,9.091,0.022,8.998,0.019,6219,151,151,4.269,0.09,0.144,-0.137,0.12,0.15,1.271,0.237,0.146,1.151,0.099,0.099,0.505,0.192,0.183,188.8,34.05,24.36,0.024,0.007,0.006,,,
28,28,28,211899466,09 10 10.211,+18 43 07.89,1,16.548,,,,09101021+1843078,5080-301-2-0161-0175,EXTENDED,gri,,1,2,2,2,,,,,,,19.151,0.061,17.352,0.007,16.575,0.006,16.203,0.006,15.948,0.014,16.36,0.11,15.678,0.138,15.457,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,29,211899496,08 46 18.276,+18 43 09.24,1,17.283,,,,08461827+1843092,5061-301-3-0119-0219,STAR,gri,rpm,-34,3,-13,3,,,,,,,22.076,0.152,19.378,0.011,17.908,0.007,16.385,0.005,15.574,0.006,14.101,0.029,13.462,0.032,13.259,0.036,3565,86,86,5.052,0.04,0.04,-0.126,0.2,0.16,0.228,0.043,0.02,0.218,0.059,0.019,18.45,2.979,4.773,143.4,30.59,11.4,0.021,0.006,0.006,,,
30,30,30,211899505,08 51 30.684,+18 43 09.57,1,17.91,,,,08513068+1843095,5061-301-2-0126-0274,EXTENDED,gri,,-4,3,4,3,,,,,,,21.003,0.126,19.164,0.013,17.868,0.008,17.373,0.008,16.998,0.017,16.267,0.101,15.46,0.108,14.854,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,31,211899507,08 55 30.120,+18 43 09.61,1,17.604,,,,08553012+1843096,5061-301-1-0132-0244,EXTENDED,gri,,2,2,6,2,,,,,,,19.606,0.062,18.396,0.011,17.633,0.009,17.264,0.01,17.084,0.031,16.776,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,32,211899519,08 43 13.183,+18 43 10.43,1,17.399,,,,08431318+1843104,5061-301-4-0114-0210,STAR,gri,rpm,5,3,-89,3,,,,,,,21.427,0.088,19.013,0.009,17.687,0.007,16.707,0.006,16.168,0.008,14.914,0.043,14.393,0.053,14.155,0.053,3516,35,56,5.038,0.03,0.036,-0.012,0.08,0.05,0.241,0.022,0.024,0.235,0.024,0.032,15.98,3.679,2.534,220.8,32.12,43.13,0.026,0.007,0.007,,,
33,33,33,211899552,08 42 20.267,+18 43 12.26,1,17.188,,,,08422026+1843122,5061-301-4-0113-0201,STAR,gri,rpm,17,3,-206,3,,,,,,,22.102,0.15,19.313,0.01,17.833,0.007,16.278,0.006,15.443,0.006,13.991,0.023,13.47,0.03,13.169,0.029,3093,198,149,5.201,0.02,0.04,-0.198,0.25,0.3,0.147,0.017,0.01,0.125,0.018,0.011,38.89,4.246,7.279,67.16,15.09,14.5,0.011,0.004,0.004,,,
34,34,34,211899590,09 06 41.416,+18 43 14.83,1,12.822,,,544-047560,09064141+1843148,,STAR,gri,lam,-0.9,0.9,-7.4,1.4,,,13.545,0.05,12.988,0.04,,,13.183,0.03,12.846,0.01,12.667,0.03,,,11.83,0.024,11.526,0.027,11.463,0.021,5867,139,139,3.962,0.152,0.095,-0.295,0.15,0.15,1.697,0.257,0.291,1.045,0.084,0.084,0.197,0.133,0.054,733.6,99.42,114.4,0.033,0.008,0.007,,,
35,35,35,211899626,09 06 29.516,+18 43 16.20,1,17.033,,,,09062951+1843162,5080-301-3-0156-0172,EXTENDED,gri,,3,2,1,2,,,,,,,19.003,0.044,17.734,0.007,17.079,0.006,16.733,0.006,16.495,0.016,16.23,0.131,15.581,0.155,15.254,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,36,211899640,09 06 01.328,+18 43 17.22,1,13.943,,,544-047544,09060133+1843172,,STAR,gri,rpm,0.9,2.1,0,3,,,15.095,0.08,14.238,0.04,,,14.579,0.02,13.966,0.03,13.671,0.04,,,12.582,0.025,12.04,0.027,11.96,0.027,5111,62,124,2.866,0.512,0.32,-0.931,0.35,0.35,5.359,2.263,2.309,0.894,0.07,0.027,0.005,0.023,0.003,2725,1296,1145,0.033,0.01,0.004,,,
37,37,37,211899677,08 53 40.744,+18 43 19.54,1,18.507,,,,08534074+1843195,5071-301-1-0127-0213,STAR,gri,rpm,-45,4,-67,4,,,,,,,22.72,0.301,19.879,0.016,18.512,0.009,17.919,0.008,17.611,0.015,16.428,0.112,15.805,0.139,15.383,0.144,3868,38,38,5.119,0.02,0.08,-0.764,0.24,0.24,0.2,0.053,0.008,0.195,0.059,0.013,23.61,1.805,7.867,414.4,98.24,24.44,0.034,0.005,0.007,,,
38,38,38,211899702,08 41 20.849,+18 43 20.78,1,15.814,,,544-046635,08412084+1843208,5071-301-4-0109-0113,STAR,gri,rpm,-3.5,3.7,-4.2,4.1,,,16.873,0.19,16.034,0.05,,,16.389,0.04,15.736,0.08,15.567,0.21,,,14.371,0.03,13.919,0.036,13.855,0.05,5237,155,155,4.56,0.04,0.76,-0.276,0.25,0.35,0.774,0.169,0.066,0.822,0.084,0.07,1.697,0.32,0.721,948.2,369.1,105.1,0.034,0.008,0.007,,,
39,39,39,211899761,08 41 57.823,+18 43 23.98,1,17.469,,,,08415782+1843239,5061-301-4-0112-0309,EXTENDED,gri,,-63,9,42,9,,,,,,,19.883,0.054,18.354,0.008,17.519,0.006,17.09,0.006,16.74,0.016,15.969,0.081,15.365,0.112,14.627,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,40,211899770,08 46 25.837,+18 43 24.31,1,10.872,,1396-1880-1,544-046819,08462583+1843244,,STAR,gri,rpm,3.1,1.4,-12.4,1.5,,,12.296,0.236,11.24,0.102,,,11.668,0.03,10.833,0.03,10.531,0.01,,,9.322,0.022,8.742,0.034,8.634,0.02,4720,74,74,2.403,0.33,0.396,-0.362,0.2,0.44,9.842,3.869,2.777,1.069,0.205,0.171,7.89E-04,0.002,5.88E-04,998.7,408.8,290,0.033,0.008,0.007,,,
41,41,41,211899790,08 45 36.884,+18 43 25.10,1,17.864,,,,08453688+1843251,5071-301-3-0115-0293,STAR,gri,rpm,-38,3,-6,3,,,,,,,22.335,0.205,20.05,0.017,18.566,0.009,16.927,0.005,16.05,0.007,14.544,0.035,13.978,0.044,13.682,0.042,3476,84,84,5.084,0.036,0.042,-0.078,0.15,0.15,0.207,0.029,0.02,0.193,0.035,0.023,20.69,4.414,4.179,155.1,22.49,19.64,0.022,0.008,0.006,,,
42,42,42,211899798,08 55 46.648,+18 43 25.53,1,12.114,,,544-047181,08554665+1843255,,STAR,gri,lam,0.2,1.3,-5.2,1.7,,,13.471,0.05,12.422,0.02,,,12.913,0.04,12.094,0.01,11.772,0.05,,,10.492,0.02,9.966,0.023,9.815,0.022,4736,75,75,2.934,0.155,0.186,-0.04,0.08,0.14,6.206,1.373,0.977,1.255,0.182,0.13,0.005,0.003,0.003,1068,244.7,129.2,0.031,0.008,0.006,,,
43,43,43,211899818,08 54 43.625,+18 43 26.44,1,13.894,,,544-047142,08544363+1843264,5071-301-1-0129-0005,STAR,gri,rpm,-10.7,2.1,-11.1,2.4,,,15.026,0.05,14.191,0.04,,,14.55,0.06,13.892,0.01,13.613,0.06,,,12.558,0.023,12.116,0.024,12.002,0.019,5173,124,93,4.554,0.04,1.08,-0.231,0.25,0.5,0.805,2.071,0.074,0.868,0.051,0.072,1.625,0.284,1.587,425.2,1041,46.59,0.031,0.009,0.005,,,
44,44,44,211899820,08 52 25.503,+18 43 26.64,1,12.915,,,544-047068,08522549+1843266,,STAR,gri,lam,19.3,1.4,-9.8,2.4,,,13.729,0.03,13.068,0.04,,,13.347,0.03,12.857,0.03,12.731,0.05,,,11.822,0.022,11.539,0.023,11.469,0.022,5752,134,167,4.131,0.28,0.2,-0.056,0.12,0.12,1.355,0.481,0.405,1.023,0.113,0.063,0.35,0.556,0.195,577.4,198.6,168.4,0.03,0.009,0.005,,,
45,45,45,211899840,08 47 34.403,+18 43 27.74,1,14.128,,,544-046859,08473439+1843279,,STAR,gri,lam,8.2,2.4,-54.7,3.2,,,14.901,0.03,14.28,0.01,,,14.538,0.02,14.096,0.03,13.952,0.02,,,13.019,0.023,12.681,0.033,12.583,0.021,5654,169,135,4.638,0.025,0.045,-1.326,0.12,0.15,0.654,0.053,0.025,0.683,0.033,0.017,2.385,0.26,0.364,457.5,42.98,39.29,0.032,0.003,0.008,,,
46,46,46,211899884,08 44 59.346,+18 43 30.66,1,17.657,,,,08445934+1843306,5071-301-3-0114-0271,EXTENDED,gri,,7,3,7,3,,,,,,,20.005,0.057,18.514,0.009,17.739,0.007,17.29,0.007,16.929,0.016,16.083,0.109,15.285,0.126,14.794,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,47,211900006,08 56 38.298,+18 43 36.63,1,13.94,,,544-047214,08563830+1843365,,STAR,gri,lam,0.7,2.8,-2.8,2.7,,,14.969,0.05,14.158,0.01,,,14.529,0.03,13.946,0.02,13.687,0.06,,,12.573,0.023,12.102,0.021,11.998,0.024,5208,153,122,3.652,0.105,0.168,-0.488,0.15,0.18,2.411,0.569,0.288,0.985,0.147,0.067,0.068,0.034,0.031,1265,291.9,135.4,0.032,0.007,0.007,,,
48,48,48,211900018,08 54 56.427,+18 43 37.65,1,12.495,,,544-047148,08545642+1843376,,STAR,gri,rpm,-14.2,2.1,-6,2.5,,,13.193,0.06,12.65,0.01,,,12.844,0.04,12.526,0.01,12.346,0.05,,,11.558,0.025,11.258,0.029,11.154,0.02,6152,121,121,4.189,0.17,0.204,-0.457,0.3,0.36,1.336,0.361,0.334,1.003,0.185,0.159,0.399,0.336,0.207,513.3,140.4,110.2,0.031,0.008,0.007,,,
49,49,49,211900058,09 14 27.977,+18 43 39.26,1,8.945,,1404-1615-1,544-047822,09142797+1843393,,STAR,gri,rpm,-5.3,1.2,-9.2,1.2,,,10.905,0.063,9.311,0.021,,,10.356,0.03,9.308,0.16,8.34,0.08,,,6.553,0.035,5.764,0.026,5.534,0.021,3928,114,114,1.222,0.22,0.264,-0.124,0.25,0.3,45.994,10.983,10.423,1.264,0.203,0.244,1.21E-05,1.35E-05,6.38E-06,994.4,239.2,192.8,0.036,0.008,0.008,,,
50,50,50,211900075,08 39 52.274,+18 43 40.34,1,17.314,,,,08395227+1843403,,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,15.776,0.058,15.249,0.1,15.153,0.139,4207,809,577,4.8,0.19,0.19,-0.28,0.25,0.4,0.462,0.21,0.189,0.524,0.197,0.237,4.705,7.671,2.916,788.2,666,410.2,0.032,0.008,0.007,,,
51,51,51,211900099,08 42 13.927,+18 43 41.49,1,17.355,,,,,5061-301-4-0113-0175,EXTENDED,gri,,8,3,0,3,,,,,,,19.091,0.05,18.133,0.01,17.442,0.009,17.021,0.009,16.781,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,52,211900107,08 53 47.247,+18 43 41.94,1,18.4,,,,08534724+1843419,5071-301-1-0127-0301,STAR,gri,rpm,-30,3,-7,3,,,,,,,24.042,0.747,20.436,0.023,18.953,0.011,17.528,0.007,16.756,0.009,15.212,0.04,14.598,0.057,14.344,0.068,3491,132,110,5.074,0.04,0.04,-0.079,0.2,0.2,0.214,0.028,0.025,0.204,0.038,0.031,19.8,4.56,3.706,220.3,33.8,34.68,0.025,0.01,0.008,,,
53,53,53,211900128,08 42 16.100,+18 43 43.29,1,17.356,,,,08421609+1843432,5061-301-4-0113-0181,STAR,gri,rpm,-12,3,-137,3,,,,,,,21.684,0.11,19.194,0.01,17.735,0.007,16.568,0.006,15.95,0.007,14.616,0.031,14.172,0.045,13.86,0.05,3302,52,33,5.132,0.02,0.033,0.027,0.06,0.08,0.176,0.025,0.004,0.154,0.028,0.004,27.96,1.678,5.546,96.41,48.31,24.28,0.017,0.011,0.006,,,
54,54,54,211900142,08 51 12.635,+18 43 44.37,1,14.99,,,544-047024,08511262+1843443,,STAR,gri,lam,-7,2.9,-4.7,3.2,,,15.664,0.08,15.102,0.07,,,15.314,0.07,14.978,0.09,14.851,0.12,,,14.189,0.029,13.935,0.034,13.875,0.039,6393,129,155,4.306,0.06,0.05,-0.188,0.1,0.12,1.217,0.094,0.073,1.142,0.07,0.084,0.601,0.122,0.101,1667,187.2,94,0.034,0.008,0.008,,,
55,55,55,211900162,09 05 15.116,+18 43 45.82,1,14.622,,,544-047509,09051512+1843459,5080-301-3-0154-0015,STAR,JHK,col,,,,,,,,,,,,,,,,,,,,,13.082,0.023,12.54,0.029,12.458,0.023,4816,144,144,4.621,0.045,1.026,-0.231,0.25,0.4,0.692,1.827,0.07,0.748,0.108,0.09,2.116,0.487,2.073,426,1366,54.97,0.031,0.008,0.007,,,
56,56,56,211900192,08 52 32.614,+18 43 47.27,1,19.369,,,,,5061-301-2-0128-0312,EXTENDED,gri,,,,,,,,,,,,20.578,0.092,19.586,0.018,19.297,0.022,19.18,0.032,18.967,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,57,211900225,08 40 35.264,+18 43 48.81,1,12.626,,,544-046595,08403526+1843488,,STAR,gri,rpm,-7.8,1.1,-2.2,1.1,,,13.222,0.03,12.725,0.02,,,12.904,0.01,12.6,0.03,12.507,0.04,,,11.712,0.02,11.517,0.021,11.448,0.018,6457,157,104,4.107,0.14,0.168,-0.121,0.16,0.16,1.586,0.429,0.261,1.314,0.15,0.15,0.284,0.166,0.135,709,226.9,101.4,0.035,0.008,0.008,,,
58,58,58,211900228,08 43 52.013,+18 43 49.03,1,17.816,,,,08435201+1843490,,STAR,J,col,,,,,,,,,,,,,,,,,,,,,16.297,0.141,15.795,0.197,15.241,0.177,3871,846,423,4.93,0.145,0.261,-0.254,0.25,0.4,0.324,0.25,0.123,0.375,0.251,0.18,8.966,11.11,6.065,649.7,724.1,301.6,0.032,0.008,0.007,,,
